,game_str_play_id,game_str,play_id,timestamp,event_code,ball_pos,player_positions,player_position,ball_dist_from_o,player_pos_from_o
14,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,68073,4000,"(-1.931784, 33.5859, 23.31675)","[{7: (-129.4053, 258.285)}, {8: (-5.8059, 308.6277)}, {9: (124.3044, 248.0691)}]",10000,40.931837227214174,"[{7: 288.8890321439878}, {8: 308.68230542436345}, {9: 277.4704709228894}]"
15,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,68123,4000,"(-2.274804, 38.6904, 26.62386)","[{7: (-129.3846, 258.3321)}, {8: (-5.8461, 308.6619)}, {9: (124.2858, 248.0883)}]",10000,47.02075825311642,"[{7: 288.92187284380185}, {8: 308.71725801584205}, {9: 277.47930495539663}]"
16,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,68173,4000,"(-2.611986, 43.7226, 29.84022)","[{7: (-129.3642, 258.3789)}, {8: (-5.8905, 308.7075)}, {9: (124.2573, 248.1159)}]",10000,52.999310856581864,"[{7: 288.95458502479244}, {8: 308.76369369875727}, {9: 277.49121866484353}]"
17,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,68223,4000,"(-2.943387, 48.6831, 32.9664)","[{7: (-129.3438, 258.4257)}, {8: (-5.9385, 308.7669)}, {9: (124.218, 248.1513)}]",10000,58.86842346794901,"[{7: 288.9873025219793}, {8: 308.82400217253195}, {9: 277.5052778159183}]"
18,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,68273,4000,"(-3.26907, 53.5731, 36.0033)","[{7: (-129.3231, 258.4728)}, {8: (-5.9898, 308.8416)}, {9: (124.1673, 248.1945)}]",10000,64.62972592518786,"[{7: 289.0201593893582}, {8: 308.89967885156506}, {9: 277.52122120576655}]"
19,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,68323,4000,"(-3.58908, 58.3929, 38.9514)","[{7: (-129.3027, 258.5196)}, {8: (-6.0444, 308.9346)}, {9: (124.1055, 248.2452)}]",10000,70.28388028286713,"[{7: 289.05288756808847}, {8: 308.993724610258}, {9: 277.5389242129651}]"
20,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,68373,4000,"(-3.90348, 63.1437, 41.8116)","[{7: (-129.282, 258.5664)}, {8: (-6.1011, 309.0474)}, {9: (124.0326, 248.3025)}]",10000,75.8325385330097,"[{7: 289.0854868943787}, {8: 309.1076169685406}, {9: 277.55759288661153}]"
21,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,68423,4000,"(-4.21236, 67.8264, 44.5845)","[{7: (-129.2616, 258.6135)}, {8: (-6.1593, 309.183)}, {9: (123.9486, 248.3667)}]",10000,81.27694724815642,"[{7: 289.1184940760622}, {8: 309.2443442740546}, {9: 277.57750829426004}]"
22,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,68473,4000,"(-4.51572, 72.4416, 47.2704)","[{7: (-129.2412, 258.6603)}, {8: (-6.2181, 309.3438)}, {9: (123.8535, 248.4375)}]",10000,86.61794187025225,"[{7: 289.151238236204}, {8: 309.4062885043709}, {9: 277.59841654537587}]"
23,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,68523,4000,"(-4.81365, 76.9905, 49.8705)","[{7: (-129.2205, 258.7071)}, {8: (-6.2775, 309.5313)}, {9: (123.7485, 248.5152)}]",10000,91.85736272516482,"[{7: 289.1838536479172}, {8: 309.59494938700146}, {9: 277.62113731358784}]"
24,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,68573,4000,"(-5.10624, 81.4734, 52.3854)","[{7: (-129.2001, 258.7539)}, {8: (-6.336, 309.7476)}, {9: (123.633, 248.5992)}]",10000,96.9959727393751,"[{7: 289.21660845328364}, {8: 309.8123958168233}, {9: 277.6448827722924}]"
25,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,68623,4000,"(-5.39349, 85.8918, 54.8154)","[{7: (-129.1794, 258.801)}, {8: (-6.3939, 309.9936)}, {9: (123.5082, 248.6895)}]",10000,102.03538170056551,"[{7: 289.24950299933096}, {8: 310.0595329903114}, {9: 277.6702052390389}]"
26,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,68673,4000,"(-5.67549, 90.2457, 57.1614)","[{7: (-129.159, 258.8478)}, {8: (-6.4503, 310.2699)}, {9: (123.3741, 248.7849)}]",10000,106.97627402929166,"[{7: 289.28226846082356}, {8: 310.3369414299561}, {9: 277.6960478991734}]"
27,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,68723,4000,"(-5.9523, 94.5369, 59.4243)","[{7: (-129.0096, 258.8193)}, {8: (-6.5052, 310.5768)}, {9: (123.2313, 248.8845)}]",10000,111.82085121921583,"[{7: 289.1900879087145}, {8: 310.64492000559096}, {9: 277.72188901838473}]"
28,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,68773,4000,"(-6.22398, 98.7654, 61.6047)","[{7: (-128.8602, 258.7905)}, {8: (-6.5583, 310.9146)}, {9: (123.0807, 248.9871)}]",10000,116.56964110046148,"[{7: 289.0976894309085}, {8: 310.9837612996055}, {9: 277.74706961352445}]"
29,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,68823,4000,"(-6.49056, 102.9324, 63.7029)","[{7: (-128.7105, 258.7614)}, {8: (-6.6093, 311.2818)}, {9: (122.9235, 249.0915)}]",10000,121.22403147595611,"[{7: 289.0049393007151}, {8: 311.351958172307}, {9: 277.77106081177715}]"
30,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,68873,4000,"(-6.75213, 107.0391, 65.7198)","[{7: (-128.5608, 258.732)}, {8: (-6.6588, 311.6778)}, {9: (122.7597, 249.1977)}]",10000,125.78573965433006,"[{7: 288.9119712311001}, {8: 311.748922420399}, {9: 277.7938761552889}]"
31,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,68923,4000,"(-7.00875, 111.0855, 67.6563)","[{7: (-128.4114, 258.702)}, {8: (-6.7065, 312.1014)}, {9: (122.5905, 249.3051)}]",10000,130.25546367236385,"[{7: 288.8186497682585}, {8: 312.1734470197778}, {9: 277.81552076199773}]"
32,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,68973,4000,"(-7.26045, 115.0734, 69.513)","[{7: (-128.262, 258.6714)}, {8: (-6.7533, 312.5508)}, {9: (122.4165, 249.4134)}]",10000,134.6352802602739,"[{7: 288.7248410198887}, {8: 312.62375092358224}, {9: 277.83600121620304}]"
33,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,69023,4000,"(-7.50729, 119.0028, 71.2905)","[{7: (-128.1135, 258.6402)}, {8: (-6.7989, 313.0233)}, {9: (122.2383, 249.522)}]",10000,138.9257398801032,"[{7: 288.63094418008956}, {8: 313.097127716145}, {9: 277.8550529878663}]"
34,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,69073,4000,"(-7.74939, 122.8749, 72.9891)","[{7: (-127.9659, 258.6087)}, {8: (-6.8436, 313.5174)}, {9: (122.0562, 249.6303)}]",10000,143.12827398593228,"[{7: 288.5372268503667}, {8: 313.59208370703493}, {9: 277.87227756026687}]"
35,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,69123,4000,"(-7.98672, 126.6906, 74.6103)","[{7: (-127.8195, 258.5769)}, {8: (-6.8874, 314.0301)}, {9: (121.8711, 249.7389)}]",10000,147.24466948181316,"[{7: 288.44382086267683}, {8: 314.10561915503837}, {9: 277.88861651463884}]"
36,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,69173,4000,"(-8.2194, 130.4508, 76.1541)","[{7: (-127.674, 258.5439)}, {8: (-6.9309, 314.5593)}, {9: (121.6842, 249.8472)}]",10000,151.27596208191835,"[{7: 288.34978498901296}, {8: 314.635647362628}, {9: 277.90406236231956}]"
37,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,69223,4000,"(-8.44746, 134.1561, 77.6214)","[{7: (-127.5294, 258.51)}, {8: (-6.9741, 315.1035)}, {9: (121.4958, 249.9558)}]",10000,155.22338897737544,"[{7: 288.2553867048455}, {8: 315.18066847930254}, {9: 277.9192893112675}]"
38,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,69273,4000,"(-8.67096, 137.8074, 79.0128)","[{7: (-127.3857, 258.4749)}, {8: (-7.0173, 315.6597)}, {9: (121.3068, 250.065)}]",10000,159.08830128554897,"[{7: 288.16035552188646}, {8: 315.73768970995525}, {9: 277.9349635278728}]"
39,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,69323,4000,"(-8.88999, 141.4056, 80.3292)","[{7: (-127.2426, 258.4383)}, {8: (-7.0605, 316.2267)}, {9: (121.1181, 250.1751)}]",10000,162.87220759294723,"[{7: 288.06428824422164}, {8: 316.30551125950996}, {9: 277.9517490637898}]"
40,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,69373,4000,"(-9.10458, 144.9516, 81.5709)","[{7: (-127.1004, 258.4005)}, {8: (-7.1043, 316.8018)}, {9: (120.9303, 250.287)}]",10000,166.57632318653935,"[{7: 287.967585120982}, {8: 316.8814471718564}, {9: 277.9707175712759}]"
41,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,69423,4000,"(-9.31476, 148.4463, 82.7391)","[{7: (-126.9594, 258.3612)}, {8: (-7.1481, 317.3838)}, {9: (120.7437, 250.401)}]",10000,170.20231316394498,"[{7: 287.8701077114468}, {8: 317.464284347153}, {9: 277.9922694800882}]"
42,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,69473,4000,"(-9.52065, 151.8903, 83.8341)","[{7: (-126.8193, 258.3204)}, {8: (-7.1925, 317.9712)}, {9: (120.5595, 250.518)}]",10000,173.75115059567952,"[{7: 287.7717218710866}, {8: 318.0525366754524}, {9: 278.0177357008901}]"
43,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,69523,4000,"(-9.72228, 155.2845, 84.8565)","[{7: (-126.6807, 258.2781)}, {8: (-7.2369, 318.5625)}, {9: (120.3777, 250.638)}]",10000,177.22422029987436,"[{7: 287.67269020902904}, {8: 318.64469103981634}, {9: 278.04711417543973}]"
44,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,69573,4000,"(-9.91971, 158.6298, 85.8075)","[{7: (-126.5433, 258.2349)}, {8: (-7.2819, 319.1568)}, {9: (120.1989, 250.761)}]",10000,180.623202138524,"[{7: 287.573417326602}, {8: 319.239861317239}, {9: 278.0806621867295}]"
45,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,69623,4000,"(-10.113, 161.9271, 86.6871)","[{7: (-126.4071, 258.1905)}, {8: (-7.3281, 319.7529)}, {9: (120.0231, 250.8873)}]",10000,183.94920981026257,"[{7: 287.47363221808706}, {8: 319.83686170924705}, {9: 278.118647046364}]"
46,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,69673,4000,"(-10.30218, 165.177, 87.4965)","[{7: (-126.2721, 258.1446)}, {8: (-7.3755, 320.3502)}, {9: (119.8503, 251.0166)}]",10000,187.20366917879147,"[{7: 287.3730637126069}, {8: 320.43509271034907}, {9: 278.1607950190861}]"
47,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,69723,4000,"(-10.48734, 168.3807, 88.236)","[{7: (-126.138, 258.0975)}, {8: (-7.4763, 321.546)}, {9: (119.6808, 251.1486)}]",10000,190.3881197154003,"[{7: 287.2718478205792}, {8: 321.6329043765423}, {9: 278.20696103907966}]"
48,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,69773,4000,"(-10.66854, 171.5388, 88.9068)","[{7: (-126.0051, 258.0495)}, {8: (-7.4763, 321.546)}, {9: (119.5146, 251.283)}]",10000,193.5039966962223,"[{7: 287.1703843996801}, {8: 321.6329043765423}, {9: 278.2568699999337}]"
49,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,69823,4000,"(-10.84584, 174.6519, 89.5089)","[{7: (-125.8728, 258.0003)}, {8: (-7.5306, 322.1433)}, {9: (119.352, 251.4198)}]",10000,196.55218543207707,"[{7: 287.0681392630154}, {8: 322.23130771427225}, {9: 278.31064610618114}]"
50,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,69873,4000,"(-11.0193, 177.7215, 90.0435)","[{7: (-125.7414, 257.9499)}, {8: (-7.5882, 322.7394)}, {9: (119.1924, 251.5584)}]",10000,199.53493034301036,"[{7: 286.96524281517094}, {8: 322.8285939807687}, {9: 278.3674852211012}]"
51,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,69923,4000,"(-11.18895, 180.7479, 90.5112)","[{7: (-125.6103, 257.8986)}, {8: (-7.6497, 323.334)}, {9: (119.0361, 251.6994)}]",10000,202.45313848382912,"[{7: 286.861700734082}, {8: 323.4244787675942}, {9: 278.42805365761905}]"
52,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,69973,4000,"(-11.35485, 183.7323, 90.9123)","[{7: (-125.4792, 257.8464)}, {8: (-7.7154, 323.9262)}, {9: (118.8828, 251.8416)}]",10000,205.30839479452004,"[{7: 286.757381117906}, {8: 324.0180711682606}, {9: 278.4911338380452}]"
53,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,70023,4000,"(-11.51709, 186.675, 91.248)","[{7: (-125.3478, 257.793)}, {8: (-7.7856, 324.5163)}, {9: (118.7328, 251.9847)}]",10000,208.10188968644206,"[{7: 286.65188262741276}, {8: 324.6096802824124}, {9: 278.55657743074386}]"
54,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,70073,4000,"(-11.67573, 189.5775, 91.5186)","[{7: (-125.2155, 257.739)}, {8: (-7.8609, 325.104)}, {9: (118.5852, 252.1278)}]",10000,210.83549350914066,"[{7: 286.5454825350593}, {8: 325.19902300715785}, {9: 278.6231813612787}]"
55,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,70123,4000,"(-11.83077, 192.4401, 91.725)","[{7: (-125.0823, 257.6847)}, {8: (-7.941, 325.689)}, {9: (118.44, 252.2709)}]",10000,213.51026867999323,"[{7: 286.438451307397}, {8: 325.78579496657005}, {9: 278.6909409844712}]"
56,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,70173,4000,"(-11.98236, 195.264, 91.8678)","[{7: (-124.9479, 257.6301)}, {8: (-8.0265, 326.2713)}, {9: (118.2972, 252.4137)}]",10000,216.12796978644297,"[{7: 286.3306587503685}, {8: 326.3700137971318}, {9: 278.75958006054253}]"
57,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,70223,4000,"(-12.13047, 198.0498, 91.9476)","[{7: (-124.812, 257.5758)}, {8: (-8.1177, 326.8506)}, {9: (118.1565, 252.5571)}]",10000,218.68980938356708,"[{7: 286.2225149942611}, {8: 326.9513905363456}, {9: 278.8297818610128}]"
58,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,70273,4000,"(-12.27522, 200.7984, 91.9653)","[{7: (-124.6746, 257.5215)}, {8: (-8.214, 327.4257)}, {9: (118.0179, 252.7005)}]",10000,221.1974115415874,"[{7: 286.1137515873888}, {8: 327.5287144915542}, {9: 278.9009993181452}]"
59,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,70323,4000,"(-12.41664, 203.511, 91.9212)","[{7: (-124.5354, 257.4678)}, {8: (-8.316, 327.9963)}, {9: (117.8814, 252.8445)}]",10000,223.652424711492,"[{7: 286.0047794880358}, {8: 328.101704764986}, {9: 278.9737723267368}]"
60,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,70373,4000,"(-12.55479, 206.1879, 91.8165)","[{7: (-124.3944, 257.415)}, {8: (-8.4234, 328.5612)}, {9: (117.7467, 252.9888)}]",10000,226.056060592509,"[{7: 285.8958708627321}, {8: 328.669158597213}, {9: 279.04769894469655}]"
61,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,70423,4000,"(-12.68973, 208.83, 91.6515)","[{7: (-124.2519, 257.3625)}, {8: (-8.5365, 329.1195)}, {9: (117.6135, 253.1343)}]",10000,228.40970995061244,"[{7: 285.7866180559545}, {8: 329.2301886408657}, {9: 279.1234659048572}]"
62,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,70473,4000,"(-12.82152, 211.4385, 91.4268)","[{7: (-124.1076, 257.3109)}, {8: (-8.6547, 329.6703)}, {9: (117.4827, 253.2807)}]",10000,230.71517161990107,"[{7: 285.67743284440587}, {8: 329.7838845883467}, {9: 279.2011779913903}]"
63,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,70523,4000,"(-12.95022, 214.014, 91.1433)","[{7: (-123.9615, 257.2602)}, {8: (-8.778, 330.2115)}, {9: (117.3537, 253.4277)}]",10000,232.9738215528483,"[{7: 285.5683175464148}, {8: 330.3281520189431}, {9: 279.28030727385703}]"
64,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,70573,4000,"(-13.07589, 216.5574, 90.8019)","[{7: (-123.8142, 257.2101)}, {8: (-8.9055, 330.7416)}, {9: (117.2268, 253.5759)}]",10000,235.18731138746006,"[{7: 285.4592644558064}, {8: 330.86147237297064}, {9: 279.36152150761563}]"
65,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,70623,4000,"(-13.19859, 219.0696, 90.4026)","[{7: (-123.6651, 257.1612)}, {8: (-9.0372, 331.2597)}, {9: (117.102, 253.7247)}]",10000,237.35695167596865,"[{7: 285.35055588424916}, {8: 331.3829504182887}, {9: 279.4442731459888}]"
66,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,70673,4000,"(-13.31838, 221.5512, 89.9469)","[{7: (-123.5151, 257.1129)}, {8: (-9.1719, 331.764)}, {9: (116.9793, 253.8735)}]",10000,239.48435916960088,"[{7: 285.24204331483116}, {8: 331.8907583009958}, {9: 279.52801403569555}]"
67,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,70723,4000,"(-13.43532, 224.0034, 89.4348)","[{7: (-123.3639, 257.0661)}, {8: (-9.3099, 332.2539)}, {9: (116.8587, 254.0226)}]",10000,241.57113752702827,"[{7: 285.1344096955329}, {8: 332.3843081482939}, {9: 279.61301306707816}]"
68,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,70773,4000,"(-13.54944, 226.4265, 88.8672)","[{7: (-123.2121, 257.0205)}, {8: (-9.45, 332.7273)}, {9: (116.7402, 254.1714)}]",10000,243.61840337380838,"[{7: 285.02764603922196}, {8: 332.8614706830606}, {9: 279.698721616671}]"
69,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,70823,4000,"(-13.66083, 228.822, 88.245)","[{7: (-123.0597, 256.9761)}, {8: (-9.5919, 333.1833)}, {9: (116.6235, 254.3199)}]",10000,245.62839002299572,"[{7: 284.9217537066975}, {8: 333.32134036766985}, {9: 279.78501083556995}]"
70,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,70873,4000,"(-13.76955, 231.1902, 87.5685)","[{7: (-122.9067, 256.9329)}, {8: (-9.7347, 333.6195)}, {9: (116.5086, 254.4678)}]",10000,247.60200175986563,"[{7: 284.8167340717536}, {8: 333.76149443028925}, {9: 279.87160468829273}]"
71,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,70923,4000,"(-13.87563, 233.5323, 86.8389)","[{7: (-122.7537, 256.8912)}, {8: (-9.8778, 334.035)}, {9: (116.3955, 254.6148)}]",10000,249.5413048062322,"[{7: 284.713117894364}, {8: 334.1810170518966}, {9: 279.95822688267265}]"
72,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,70973,4000,"(-13.97916, 235.8489, 86.0562)","[{7: (-122.6004, 256.8507)}, {8: (-10.0209, 334.4283)}, {9: (116.2839, 254.7606)}]",10000,251.44739033037428,"[{7: 284.61050607918537}, {8: 334.5784007937452}, {9: 280.04447630969264}]"
73,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,71023,4000,"(-14.08017, 238.1409, 85.2216)","[{7: (-122.4471, 256.8111)}, {8: (-10.1637, 334.7979)}, {9: (116.1735, 254.9052)}]",10000,253.3220490731095,"[{7: 284.50875800512716}, {8: 334.95213783778127}, {9: 280.1302252333547}]"
74,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,71073,4000,"(-14.17875, 240.4092, 84.3357)","[{7: (-122.2935, 256.773)}, {8: (-10.3062, 335.1432)}, {9: (116.0643, 255.0486)}]",10000,255.16686832481307,"[{7: 284.4082869243617}, {8: 335.3016287832196}, {9: 280.21547083708634}]"
75,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,71123,4000,"(-14.27493, 242.6547, 83.3988)","[{7: (-122.1402, 256.7364)}, {8: (-10.4478, 335.4639)}, {9: (115.956, 255.1899)}]",10000,256.9833397324326,"[{7: 284.3093518352852}, {8: 335.62655545717774}, {9: 280.29926685243043}]"
76,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,71173,4000,"(-14.36877, 244.8783, 82.4121)","[{7: (-121.9872, 256.7019)}, {8: (-10.5891, 335.7597)}, {9: (115.848, 255.3285)}]",10000,258.77325516485064,"[{7: 284.21249519936663}, {8: 335.9266366082035}, {9: 280.3808160631715}]"
77,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,71223,4000,"(-14.46036, 247.0803, 81.3762)","[{7: (-121.8342, 256.6689)}, {8: (-10.7298, 336.0303)}, {9: (115.7394, 255.4638)}]",10000,260.5376413992028,"[{7: 284.1170472126761}, {8: 336.20156324165123}, {9: 280.45919814261754}]"
78,1883_001_Vis1AB_Home1A_2,1883_001_Vis1AB_Home1A,2,71273,4000,"(-14.54973, 249.2622, 80.2914)","[{7: (-121.6812, 256.6377)}, {8: (-10.8705, 336.276)}, {9: (115.6293, 255.5955)}]",10000,262.27856928440207,"[{7: 284.0232798464415}, {8: 336.45165469388024}, {9: 280.5337673770129}]"
