"game_str","play_id","timestamp","player_position","field_x","field_y"
"1883_026_Vis2AB_Home2A",2,65735,2,0,-4.5
"1883_026_Vis2AB_Home2A",2,65735,3,55.9206,79.1481
"1883_026_Vis2AB_Home2A",2,65735,4,40.8132,144.675
"1883_026_Vis2AB_Home2A",2,65735,5,-46.5453,71.799
"1883_026_Vis2AB_Home2A",2,65735,6,-28.6002,149.4855
"1883_026_Vis2AB_Home2A",2,65735,7,-128.1954,231.4362
"1883_026_Vis2AB_Home2A",2,65735,8,6.5796,297.9252
"1883_026_Vis2AB_Home2A",2,65735,9,107.1204,244.5729
"1883_026_Vis2AB_Home2A",2,65735,10,2.5116,0.2604
"1883_026_Vis2AB_Home2A",2,65735,14,0,-6.6
"1883_026_Vis2AB_Home2A",2,65735,18,84.3555,67.2369
"1883_026_Vis2AB_Home2A",2,65785,1,0.1461,55.3791
"1883_026_Vis2AB_Home2A",2,65785,2,0,-4.5
"1883_026_Vis2AB_Home2A",2,65785,3,55.9506,79.0683
"1883_026_Vis2AB_Home2A",2,65785,4,40.7745,144.558
"1883_026_Vis2AB_Home2A",2,65785,5,-46.5261,71.8023
"1883_026_Vis2AB_Home2A",2,65785,6,-28.6506,149.4363
"1883_026_Vis2AB_Home2A",2,65785,7,-128.1876,231.4197
"1883_026_Vis2AB_Home2A",2,65785,8,6.5142,297.8826
"1883_026_Vis2AB_Home2A",2,65785,9,107.0688,244.6218
"1883_026_Vis2AB_Home2A",2,65785,10,2.4717,0.3294
"1883_026_Vis2AB_Home2A",2,65785,14,0,-6.6
"1883_026_Vis2AB_Home2A",2,65785,18,84.3567,67.2456
"1883_026_Vis2AB_Home2A",2,65835,1,0.1605,55.314
"1883_026_Vis2AB_Home2A",2,65835,2,0,-4.5
"1883_026_Vis2AB_Home2A",2,65835,3,55.9803,78.9891
"1883_026_Vis2AB_Home2A",2,65835,4,40.7364,144.4419
"1883_026_Vis2AB_Home2A",2,65835,5,-46.5084,71.805
"1883_026_Vis2AB_Home2A",2,65835,6,-28.7007,149.3871
"1883_026_Vis2AB_Home2A",2,65835,7,-128.1804,231.4041
"1883_026_Vis2AB_Home2A",2,65835,8,6.4485,297.8406
"1883_026_Vis2AB_Home2A",2,65835,9,107.0178,244.6707
"1883_026_Vis2AB_Home2A",2,65835,10,2.4315,0.3984
"1883_026_Vis2AB_Home2A",2,65835,14,0,-6.6
"1883_026_Vis2AB_Home2A",2,65835,18,84.3582,67.2543
"1883_026_Vis2AB_Home2A",2,65885,1,0.1746,55.2486
"1883_026_Vis2AB_Home2A",2,65885,2,0,-4.5
"1883_026_Vis2AB_Home2A",2,65885,3,56.0094,78.9111
"1883_026_Vis2AB_Home2A",2,65885,4,40.6995,144.3267
"1883_026_Vis2AB_Home2A",2,65885,5,-46.4919,71.8068
"1883_026_Vis2AB_Home2A",2,65885,6,-28.7496,149.3382
"1883_026_Vis2AB_Home2A",2,65885,7,-128.1735,231.3891
"1883_026_Vis2AB_Home2A",2,65885,8,6.3831,297.8001
"1883_026_Vis2AB_Home2A",2,65885,9,106.9671,244.7193
"1883_026_Vis2AB_Home2A",2,65885,10,2.4147,0.5055
"1883_026_Vis2AB_Home2A",2,65885,14,0,-6.6
"1883_026_Vis2AB_Home2A",2,65885,18,84.36,67.263
"1883_026_Vis2AB_Home2A",2,65935,1,0.1893,55.1835
"1883_026_Vis2AB_Home2A",2,65935,2,0,-4.5
"1883_026_Vis2AB_Home2A",2,65935,3,56.0379,78.8346
"1883_026_Vis2AB_Home2A",2,65935,4,40.6632,144.2124
"1883_026_Vis2AB_Home2A",2,65935,5,-46.4772,71.8083
"1883_026_Vis2AB_Home2A",2,65935,6,-28.7976,149.2893
"1883_026_Vis2AB_Home2A",2,65935,7,-128.1675,231.375
"1883_026_Vis2AB_Home2A",2,65935,8,6.3177,297.7602
"1883_026_Vis2AB_Home2A",2,65935,9,106.917,244.7676
"1883_026_Vis2AB_Home2A",2,65935,10,2.4453,0.633
"1883_026_Vis2AB_Home2A",2,65935,14,0,-6.6
"1883_026_Vis2AB_Home2A",2,65935,18,84.3618,67.272
"1883_026_Vis2AB_Home2A",2,65985,1,0.2046,55.1184
"1883_026_Vis2AB_Home2A",2,65985,2,0,-4.5
"1883_026_Vis2AB_Home2A",2,65985,3,56.0655,78.7596
"1883_026_Vis2AB_Home2A",2,65985,4,40.6275,144.099
"1883_026_Vis2AB_Home2A",2,65985,5,-46.4637,71.8092
"1883_026_Vis2AB_Home2A",2,65985,6,-28.8444,149.2407
"1883_026_Vis2AB_Home2A",2,65985,7,-128.1621,231.3618
"1883_026_Vis2AB_Home2A",2,65985,8,6.2529,297.7212
"1883_026_Vis2AB_Home2A",2,65985,9,106.8672,244.8159
"1883_026_Vis2AB_Home2A",2,65985,10,2.3367,0.9588
"1883_026_Vis2AB_Home2A",2,65985,14,0,-6.6
"1883_026_Vis2AB_Home2A",2,65985,18,84.3642,67.281
"1883_026_Vis2AB_Home2A",2,66035,1,0.2208,55.0533
"1883_026_Vis2AB_Home2A",2,66035,2,0,-4.5
"1883_026_Vis2AB_Home2A",2,66035,3,56.0928,78.6861
"1883_026_Vis2AB_Home2A",2,66035,4,40.5924,143.9865
"1883_026_Vis2AB_Home2A",2,66035,5,-46.4514,71.8092
"1883_026_Vis2AB_Home2A",2,66035,6,-28.89,149.1924
"1883_026_Vis2AB_Home2A",2,66035,7,-128.1573,231.3498
"1883_026_Vis2AB_Home2A",2,66035,8,6.1887,297.6828
"1883_026_Vis2AB_Home2A",2,66035,9,106.8177,244.8645
"1883_026_Vis2AB_Home2A",2,66035,10,2.2911,1.0404
"1883_026_Vis2AB_Home2A",2,66035,14,0,-6.6
"1883_026_Vis2AB_Home2A",2,66035,18,84.3666,67.2903
"1883_026_Vis2AB_Home2A",2,66085,1,0.2373,54.9882
"1883_026_Vis2AB_Home2A",2,66085,2,0,-4.5
"1883_026_Vis2AB_Home2A",2,66085,3,56.1192,78.6138
"1883_026_Vis2AB_Home2A",2,66085,4,40.557,143.8746
"1883_026_Vis2AB_Home2A",2,66085,5,-46.4403,71.8089
"1883_026_Vis2AB_Home2A",2,66085,6,-28.935,149.1441
"1883_026_Vis2AB_Home2A",2,66085,7,-128.1537,231.3381
"1883_026_Vis2AB_Home2A",2,66085,8,6.1254,297.6447
"1883_026_Vis2AB_Home2A",2,66085,9,106.7691,244.9131
"1883_026_Vis2AB_Home2A",2,66085,10,2.3427,1.1784
"1883_026_Vis2AB_Home2A",2,66085,14,0,-6.6
"1883_026_Vis2AB_Home2A",2,66085,18,84.369,67.2996
"1883_026_Vis2AB_Home2A",2,66135,1,0.2544,54.9228
"1883_026_Vis2AB_Home2A",2,66135,2,0,-4.5
"1883_026_Vis2AB_Home2A",2,66135,3,56.1453,78.5421
"1883_026_Vis2AB_Home2A",2,66135,4,40.5219,143.7636
"1883_026_Vis2AB_Home2A",2,66135,5,-46.4301,71.8083
"1883_026_Vis2AB_Home2A",2,66135,6,-28.9794,149.0958
"1883_026_Vis2AB_Home2A",2,66135,7,-128.1507,231.3276
"1883_026_Vis2AB_Home2A",2,66135,8,6.0627,297.6066
"1883_026_Vis2AB_Home2A",2,66135,9,106.7205,244.962
"1883_026_Vis2AB_Home2A",2,66135,10,2.4009,1.248
"1883_026_Vis2AB_Home2A",2,66135,14,0,-6.6
"1883_026_Vis2AB_Home2A",2,66135,18,84.3714,67.3086
"1883_026_Vis2AB_Home2A",2,66185,1,0.2718,54.8571
"1883_026_Vis2AB_Home2A",2,66185,2,0,-4.5
"1883_026_Vis2AB_Home2A",2,66185,3,56.1711,78.471
"1883_026_Vis2AB_Home2A",2,66185,4,40.4862,143.6532
"1883_026_Vis2AB_Home2A",2,66185,5,-46.4205,71.8071
"1883_026_Vis2AB_Home2A",2,66185,6,-29.0232,149.0475
"1883_026_Vis2AB_Home2A",2,66185,7,-128.1483,231.3174
"1883_026_Vis2AB_Home2A",2,66185,8,6.0003,297.5685
"1883_026_Vis2AB_Home2A",2,66185,9,106.6725,245.0115
"1883_026_Vis2AB_Home2A",2,66185,10,2.4651,1.2318
"1883_026_Vis2AB_Home2A",2,66185,14,0,-6.6
"1883_026_Vis2AB_Home2A",2,66185,18,84.3741,67.3179
"1883_026_Vis2AB_Home2A",2,66235,1,0.2895,54.7908
"1883_026_Vis2AB_Home2A",2,66235,2,0,-4.5
"1883_026_Vis2AB_Home2A",2,66235,3,56.1969,78.3999
"1883_026_Vis2AB_Home2A",2,66235,4,40.4505,143.5428
"1883_026_Vis2AB_Home2A",2,66235,5,-46.4112,71.8059
"1883_026_Vis2AB_Home2A",2,66235,6,-29.0667,148.9995
"1883_026_Vis2AB_Home2A",2,66235,7,-128.1462,231.3075
"1883_026_Vis2AB_Home2A",2,66235,8,5.9382,297.5301
"1883_026_Vis2AB_Home2A",2,66235,9,106.6248,245.0613
"1883_026_Vis2AB_Home2A",2,66235,10,2.4642,1.1604
"1883_026_Vis2AB_Home2A",2,66235,14,0,-6.6
"1883_026_Vis2AB_Home2A",2,66235,18,84.3765,67.3269
"1883_026_Vis2AB_Home2A",2,66285,1,0.3075,54.7242
"1883_026_Vis2AB_Home2A",2,66285,2,0,-4.5
"1883_026_Vis2AB_Home2A",2,66285,3,56.223,78.3291
"1883_026_Vis2AB_Home2A",2,66285,4,40.4145,143.4327
"1883_026_Vis2AB_Home2A",2,66285,5,-46.4019,71.8044
"1883_026_Vis2AB_Home2A",2,66285,6,-29.1099,148.9512
"1883_026_Vis2AB_Home2A",2,66285,7,-128.1447,231.2979
"1883_026_Vis2AB_Home2A",2,66285,8,5.8761,297.4914
"1883_026_Vis2AB_Home2A",2,66285,9,106.5774,245.1111
"1883_026_Vis2AB_Home2A",2,66285,10,2.5005,1.116
"1883_026_Vis2AB_Home2A",2,66285,14,0,-6.6
"1883_026_Vis2AB_Home2A",2,66285,18,84.3789,67.3362
"1883_026_Vis2AB_Home2A",2,66335,1,0.3255,54.6579
"1883_026_Vis2AB_Home2A",2,66335,2,0,-4.5
"1883_026_Vis2AB_Home2A",2,66335,3,56.2488,78.2583
"1883_026_Vis2AB_Home2A",2,66335,4,40.3785,143.3226
"1883_026_Vis2AB_Home2A",2,66335,5,-46.3929,71.8032
"1883_026_Vis2AB_Home2A",2,66335,6,-29.1534,148.9032
"1883_026_Vis2AB_Home2A",2,66335,7,-128.1429,231.2883
"1883_026_Vis2AB_Home2A",2,66335,8,5.8137,297.453
"1883_026_Vis2AB_Home2A",2,66335,9,106.5297,245.1609
"1883_026_Vis2AB_Home2A",2,66335,10,2.5305,1.1019
"1883_026_Vis2AB_Home2A",2,66335,14,0,-6.6
"1883_026_Vis2AB_Home2A",2,66335,18,84.3813,67.3455
"1883_026_Vis2AB_Home2A",3,86535,1,0.1263,55.7451
"1883_026_Vis2AB_Home2A",3,86535,2,-0.6573,-4.7697
"1883_026_Vis2AB_Home2A",3,86535,3,67.9419,89.7702
"1883_026_Vis2AB_Home2A",3,86535,4,42.771,145.9734
"1883_026_Vis2AB_Home2A",3,86535,5,-60.6138,97.4814
"1883_026_Vis2AB_Home2A",3,86535,6,-28.9557,149.6472
"1883_026_Vis2AB_Home2A",3,86535,7,-132.3981,225.4581
"1883_026_Vis2AB_Home2A",3,86535,8,-21.333,290.1273
"1883_026_Vis2AB_Home2A",3,86535,9,107.4942,245.2686
"1883_026_Vis2AB_Home2A",3,86535,10,1.8873,0.3606
"1883_026_Vis2AB_Home2A",3,86535,14,0,-6.6
"1883_026_Vis2AB_Home2A",3,86535,18,85.6527,66.6285
"1883_026_Vis2AB_Home2A",3,86585,1,0.168,55.6344
"1883_026_Vis2AB_Home2A",3,86585,2,-0.7449,-4.6962
"1883_026_Vis2AB_Home2A",3,86585,3,68.0016,89.5974
"1883_026_Vis2AB_Home2A",3,86585,4,42.6807,145.7853
"1883_026_Vis2AB_Home2A",3,86585,5,-60.6072,97.4817
"1883_026_Vis2AB_Home2A",3,86585,6,-29.0757,149.6106
"1883_026_Vis2AB_Home2A",3,86585,7,-132.3978,225.4578
"1883_026_Vis2AB_Home2A",3,86585,8,-21.2481,290.1444
"1883_026_Vis2AB_Home2A",3,86585,9,107.4483,245.3022
"1883_026_Vis2AB_Home2A",3,86585,10,1.8864,0.501
"1883_026_Vis2AB_Home2A",3,86585,14,0,-6.6
"1883_026_Vis2AB_Home2A",3,86585,18,85.6608,66.6069
"1883_026_Vis2AB_Home2A",3,86635,1,0.2094,55.5237
"1883_026_Vis2AB_Home2A",3,86635,2,-0.8328,-4.6227
"1883_026_Vis2AB_Home2A",3,86635,3,68.0616,89.4243
"1883_026_Vis2AB_Home2A",3,86635,4,42.5904,145.5975
"1883_026_Vis2AB_Home2A",3,86635,5,-60.6009,97.482
"1883_026_Vis2AB_Home2A",3,86635,6,-29.1954,149.574
"1883_026_Vis2AB_Home2A",3,86635,7,-132.3978,225.4578
"1883_026_Vis2AB_Home2A",3,86635,8,-21.1638,290.1612
"1883_026_Vis2AB_Home2A",3,86635,9,107.4024,245.3361
"1883_026_Vis2AB_Home2A",3,86635,10,1.8855,0.6411
"1883_026_Vis2AB_Home2A",3,86635,14,0,-6.6
"1883_026_Vis2AB_Home2A",3,86635,18,85.6689,66.5856
"1883_026_Vis2AB_Home2A",3,86685,1,0.2508,55.4133
"1883_026_Vis2AB_Home2A",3,86685,2,-0.9204,-4.5495
"1883_026_Vis2AB_Home2A",3,86685,3,68.1216,89.2512
"1883_026_Vis2AB_Home2A",3,86685,4,42.501,145.41
"1883_026_Vis2AB_Home2A",3,86685,5,-60.5952,97.4826
"1883_026_Vis2AB_Home2A",3,86685,6,-29.3145,149.5368
"1883_026_Vis2AB_Home2A",3,86685,7,-132.3975,225.4575
"1883_026_Vis2AB_Home2A",3,86685,8,-21.0795,290.1774
"1883_026_Vis2AB_Home2A",3,86685,9,107.3568,245.3706
"1883_026_Vis2AB_Home2A",3,86685,10,1.8846,0.7815
"1883_026_Vis2AB_Home2A",3,86685,14,0,-6.6
"1883_026_Vis2AB_Home2A",3,86685,18,85.677,66.564
"1883_026_Vis2AB_Home2A",3,86735,1,0.2916,55.3032
"1883_026_Vis2AB_Home2A",3,86735,2,-1.008,-4.476
"1883_026_Vis2AB_Home2A",3,86735,3,68.1822,89.0781
"1883_026_Vis2AB_Home2A",3,86735,4,42.4119,145.2228
"1883_026_Vis2AB_Home2A",3,86735,5,-60.5904,97.4832
"1883_026_Vis2AB_Home2A",3,86735,6,-29.433,149.4996
